period_date,cbsa_code,total_nonfarm_employment,employment_yoy
2023-03-01,31020,34241,-0.44
2023-06-01,31020,35344,0.4
2023-09-01,31020,34799,-1.54
2023-12-01,31020,34714,-1.09
2024-03-01,31020,34051,
2024-06-01,31020,35444,0.28
2024-09-01,31020,35084,0.82
2024-12-01,31020,34764,0.14
2025-03-01,31020,34312,
2025-06-01,31020,34983,-1.3
2016-03-01,31080,5130686,
2016-06-01,31080,5173258,
2016-09-01,31080,5211674,
2016-12-01,31080,5281206,
2017-03-01,31080,5183893,
2017-06-01,31080,5245076,1.39
2017-09-01,31080,5283115,1.37
2017-12-01,31080,5365394,1.59
2018-03-01,31080,5305703,2.35
2018-06-01,31080,5329277,1.61
2018-09-01,31080,5353305,1.33
2018-12-01,31080,5439968,1.39
2019-03-01,31080,5385707,1.51
2019-06-01,31080,5411971,1.55
2019-09-01,31080,5441197,1.64
2019-12-01,31080,5528284,1.62
2020-03-01,31080,5372298,
2020-06-01,31080,4676640,-13.59
2020-09-01,31080,4762090,-12.48
2020-12-01,31080,4930854,-10.81
2021-03-01,31080,4953988,
2021-06-01,31080,5064977,8.3
2021-09-01,31080,5167775,8.52
2021-12-01,31080,5370193,8.91
2022-03-01,31080,5350856,8.01
2022-06-01,31080,5393599,6.49
2022-09-01,31080,5438548,5.24
2022-12-01,31080,5492766,2.28
2023-03-01,31080,5364540,0.26
2023-06-01,31080,5373884,-0.37
2023-09-01,31080,5380707,-1.06
2023-12-01,31080,5466826,-0.47
2024-03-01,31080,5427362,
2024-06-01,31080,5386817,0.24
2024-09-01,31080,5419548,0.72
2024-12-01,31080,5478673,0.22
2025-03-01,31080,5383539,
2025-06-01,31080,5389741,0.05
2016-03-01,31140,546723,
2016-06-01,31140,561448,
2016-09-01,31140,562424,
2016-12-01,31140,568896,
2017-03-01,31140,558399,
2017-06-01,31140,571703,1.83
2017-09-01,31140,570546,1.44
2017-12-01,31140,577262,1.47
2018-03-01,31140,564357,1.07
2018-06-01,31140,577435,1
2018-09-01,31140,573316,0.49
2018-12-01,31140,581138,0.67
2019-03-01,31140,568057,0.66
2019-06-01,31140,579312,0.33
2019-09-01,31140,577334,0.7
2019-12-01,31140,587567,1.11
2020-03-01,31140,569015,
2020-06-01,31140,528462,-8.78
2020-09-01,31140,546417,-5.36
2020-12-01,31140,561275,-4.47
2021-03-01,31140,557744,
2021-06-01,31140,566228,7.15
2021-09-01,31140,565272,3.45
2021-12-01,31140,582591,3.8
2022-03-01,31140,576073,3.29
2022-06-01,31140,586285,3.54
2022-09-01,31140,590432,4.45
2022-12-01,31140,600209,3.02
2023-03-01,31140,592649,2.88
2023-06-01,31140,599425,2.24
2023-09-01,31140,596318,1
2023-12-01,31140,605444,0.87
2024-03-01,31140,609571,
2024-06-01,31140,618195,3.13
2024-09-01,31140,614024,2.97
2024-12-01,31140,617447,1.98
2025-03-01,31140,606496,
2025-06-01,31140,612595,-0.91
2016-03-01,31180,109422,
2016-06-01,31180,110208,
2016-09-01,31180,110674,
2016-12-01,31180,112809,
2017-03-01,31180,110637,
2017-06-01,31180,111470,1.15
2017-09-01,31180,112537,1.68
2017-12-01,31180,113418,0.54
2018-03-01,31180,110826,0.17
2018-06-01,31180,112022,0.5
2018-09-01,31180,112450,-0.08
2018-12-01,31180,113744,0.29
2019-03-01,31180,112297,1.33
2019-06-01,31180,113673,1.47
2019-09-01,31180,114078,1.45
2019-12-01,31180,115484,1.53
2020-03-01,31180,113255,
2020-06-01,31180,107664,-5.29
2020-09-01,31180,109789,-3.76
2020-12-01,31180,113298,-1.89
2021-03-01,31180,112084,
2021-06-01,31180,113200,5.14
2021-09-01,31180,115400,5.11
2021-12-01,31180,119547,5.52
2022-03-01,31180,117542,4.87
2022-06-01,31180,116956,3.32
2022-09-01,31180,118856,2.99
2022-12-01,31180,119304,-0.2
2023-03-01,31180,118564,0.87
2023-06-01,31180,119326,2.03
2023-09-01,31180,119950,0.92
2023-12-01,31180,121091,1.5
2024-03-01,31180,127900,
2024-06-01,31180,128014,7.28
2024-09-01,31180,128490,7.12
2024-12-01,31180,130138,7.47
2025-03-01,31180,128682,
2025-06-01,31180,128383,0.29
2016-03-01,31340,84564,
2016-06-01,31340,85266,
2016-09-01,31340,85454,
2016-12-01,31340,85614,
2017-03-01,31340,85298,
2017-06-01,31340,85388,0.14
2017-09-01,31340,86477,1.2
2017-12-01,31340,87516,2.22
2018-03-01,31340,85863,0.66
2018-06-01,31340,86908,1.78
2018-09-01,31340,87635,1.34
2018-12-01,31340,88143,0.72
2019-03-01,31340,86208,0.4
2019-06-01,31340,86992,0.1
2019-09-01,31340,87240,-0.45
2019-12-01,31340,88049,-0.11
2020-03-01,31340,85568,
2020-06-01,31340,80000,-8.04
2020-09-01,31340,82346,-5.61
2020-12-01,31340,83242,-5.46
2021-03-01,31340,82572,
2021-06-01,31340,82604,3.26
2021-09-01,31340,83082,0.89
2021-12-01,31340,84170,1.11
2022-03-01,31340,83339,0.93
2022-06-01,31340,83961,1.64
2022-09-01,31340,84561,1.78
2022-12-01,31340,85022,1.01
2023-03-01,31340,84182,1.01
2023-06-01,31340,84146,0.22
2023-09-01,31340,84851,0.34
2023-12-01,31340,85091,0.08
2024-03-01,31340,84213,
2024-06-01,31340,83608,-0.64
2024-09-01,31340,83767,-1.28
2024-12-01,31340,84280,-0.95
2025-03-01,31340,83416,
2025-06-01,31340,83697,0.11
2016-03-01,31420,82879,
2016-06-01,31420,83432,
2016-09-01,31420,83297,
2016-12-01,31420,84845,
2017-03-01,31420,84049,
2017-06-01,31420,84716,1.54
2017-09-01,31420,83238,-0.07
2017-12-01,31420,85041,0.23
2018-03-01,31420,83704,-0.41
2018-06-01,31420,84661,-0.06
2018-09-01,31420,84255,1.22
2018-12-01,31420,85052,0.01
2019-03-01,31420,84818,1.33
2019-06-01,31420,85077,0.49
2019-09-01,31420,84608,0.42
2019-12-01,31420,86188,1.34
2020-03-01,31420,83763,
2020-06-01,31420,78646,-7.56
2020-09-01,31420,79424,-6.13
2020-12-01,31420,81431,-5.52
2021-03-01,31420,80757,
2021-06-01,31420,81096,3.12
2021-09-01,31420,81653,2.81
2021-12-01,31420,83594,2.66
2022-03-01,31420,81195,0.54
2022-06-01,31420,82344,1.54
2022-09-01,31420,81510,-0.18
2022-12-01,31420,82779,-0.97
2023-03-01,31420,80666,-0.65
2023-06-01,31420,80360,-2.41
2023-09-01,31420,80564,-1.16
2023-12-01,31420,81379,-1.69
2024-03-01,31420,79496,
2024-06-01,31420,80051,-0.38
2024-09-01,31420,78707,-2.3
2024-12-01,31420,80137,-1.53
2025-03-01,31420,79481,
2025-06-01,31420,79988,-0.08
2016-03-01,31460,36126,
2016-06-01,31460,37593,
2016-09-01,31460,40115,
2016-12-01,31460,37040,
2017-03-01,31460,36446,
2017-06-01,31460,39164,4.18
2017-09-01,31460,40279,0.41
2017-12-01,31460,37981,2.54
2018-03-01,31460,37722,3.5
2018-06-01,31460,39648,1.24
2018-09-01,31460,41228,2.36
2018-12-01,31460,39673,4.45
2019-03-01,31460,38240,1.37
2019-06-01,31460,41151,3.79
2019-09-01,31460,41928,1.7
2019-12-01,31460,40566,2.25
2020-03-01,31460,39020,
2020-06-01,31460,39457,-4.12
2020-09-01,31460,39949,-4.72
2020-12-01,31460,39186,-3.4
2021-03-01,31460,38288,
2021-06-01,31460,41433,5.01
2021-09-01,31460,41912,4.91
2021-12-01,31460,42475,8.39
2022-03-01,31460,40478,5.72
2022-06-01,31460,42351,2.22
2022-09-01,31460,43772,4.44
2022-12-01,31460,42822,0.82
2023-03-01,31460,40040,-1.08
2023-06-01,31460,44327,4.67
2023-09-01,31460,45006,2.82
2023-12-01,31460,43629,1.88
2016-03-01,31540,292358,
2016-06-01,31540,303506,
2016-09-01,31540,302699,
2016-12-01,31540,303708,
2017-03-01,31540,297243,
2017-06-01,31540,308568,1.67
2017-09-01,31540,305145,0.81
2017-12-01,31540,308150,1.46
2018-03-01,31540,300840,1.21
2018-06-01,31540,313401,1.57
2018-09-01,31540,308577,1.12
2018-12-01,31540,310807,0.86
2019-03-01,31540,304399,1.18
2019-06-01,31540,318076,1.49
2019-09-01,31540,312393,1.24
2019-12-01,31540,315862,1.63
2020-03-01,31540,306439,
2020-06-01,31540,290949,-8.53
2020-09-01,31540,294683,-5.67
2020-12-01,31540,296634,-6.09
2021-03-01,31540,292826,
2021-06-01,31540,308775,6.13
2021-09-01,31540,304826,3.44
2021-12-01,31540,306642,3.37
2022-03-01,31540,302328,3.24
2022-06-01,31540,314969,2.01
2022-09-01,31540,312396,2.48
2022-12-01,31540,313015,2.08
2023-03-01,31540,308801,2.14
2023-06-01,31540,322940,2.53
2023-09-01,31540,319576,2.3
2023-12-01,31540,319645,2.12
2024-03-01,31540,314994,
2024-06-01,31540,325769,0.88
2024-09-01,31540,320223,0.2
2024-12-01,31540,320775,0.35
2025-03-01,31540,314459,
2025-06-01,31540,325072,-0.21
2016-03-01,31700,175866,
2016-06-01,31700,180682,
2016-09-01,31700,179202,
2016-12-01,31700,182022,
2017-03-01,31700,177986,
2017-06-01,31700,183238,1.41
2017-09-01,31700,180409,0.67
2017-12-01,31700,183893,1.03
2018-03-01,31700,179879,1.06
2018-06-01,31700,185738,1.36
2018-09-01,31700,182694,1.27
2018-12-01,31700,185694,0.98
2019-03-01,31700,182568,1.49
2019-06-01,31700,187419,0.91
2019-09-01,31700,184103,0.77
2019-12-01,31700,186809,0.6
2020-03-01,31700,181916,
2020-06-01,31700,166753,-11.03
2020-09-01,31700,172781,-6.15
2020-12-01,31700,175231,-6.2
2021-03-01,31700,173083,
2021-06-01,31700,178120,6.82
2021-09-01,31700,176167,1.96
2021-12-01,31700,178999,2.15
2022-03-01,31700,178203,2.96
2022-06-01,31700,182289,2.34
2022-09-01,31700,180361,2.38
2022-12-01,31700,181476,1.38
2023-03-01,31700,179227,0.57
2023-06-01,31700,184123,1.01
2023-09-01,31700,181256,0.5
2023-12-01,31700,181821,0.19
2024-03-01,31700,178302,
2024-06-01,31700,182685,-0.78
2024-09-01,31700,179425,-1.01
2024-12-01,31700,181071,-0.41
2025-03-01,31700,176943,
2025-06-01,31700,179683,-1.64
2016-03-01,31740,28334,
2016-06-01,31740,27858,
2016-09-01,31740,28298,
2016-12-01,31740,28481,
2017-03-01,31740,28801,
2017-06-01,31740,28400,1.95
2017-09-01,31740,28509,0.75
2017-12-01,31740,28787,1.07
2018-03-01,31740,28403,-1.38
2018-06-01,31740,28274,-0.44
2018-09-01,31740,29087,2.03
2018-12-01,31740,29063,0.96
2019-03-01,31740,28544,0.5
2019-06-01,31740,28474,0.71
2019-09-01,31740,28687,-1.38
2019-12-01,31740,28839,-0.77
2020-03-01,31740,28053,
2020-06-01,31740,26283,-7.69
2020-09-01,31740,26526,-7.53
2020-12-01,31740,27063,-6.16
2021-03-01,31740,27366,
2021-06-01,31740,27542,4.79
2021-09-01,31740,27659,4.27
2021-12-01,31740,28358,4.79
2022-03-01,31740,28328,3.52
2022-06-01,31740,28357,2.96
2022-09-01,31740,29485,6.6
2022-12-01,31740,29795,5.07
2023-03-01,31740,30051,6.08
2023-06-01,31740,29692,4.71
2023-09-01,31740,29948,1.57
2023-12-01,31740,30101,1.03
2024-03-01,31740,37363,
2024-06-01,31740,37702,26.98
2024-09-01,31740,38174,27.47
2024-12-01,31740,38538,28.03
2025-03-01,31740,38276,
2025-06-01,31740,37674,-0.07
2016-03-01,31860,45635,
2016-06-01,31860,45718,
2016-09-01,31860,46455,
2016-12-01,31860,46322,
2017-03-01,31860,46334,
2017-06-01,31860,47080,2.98
2017-09-01,31860,47842,2.99
2017-12-01,31860,47660,2.89
2018-03-01,31860,46496,0.35
2018-06-01,31860,47082,0
2018-09-01,31860,47815,-0.06
2018-12-01,31860,48241,1.22
2019-03-01,31860,46634,0.3
2019-06-01,31860,47423,0.72
2019-09-01,31860,48203,0.81
2019-12-01,31860,48365,0.26
2020-03-01,31860,46215,
2020-06-01,31860,42394,-10.6
2020-09-01,31860,43959,-8.8
2020-12-01,31860,43884,-9.26
2021-03-01,31860,43786,
2021-06-01,31860,44465,4.89
2021-09-01,31860,44386,0.97
2021-12-01,31860,45856,4.49
2022-03-01,31860,45192,3.21
2022-06-01,31860,45549,2.44
2022-09-01,31860,47182,6.3
2022-12-01,31860,47226,2.99
2023-03-01,31860,46345,2.55
2023-06-01,31860,47471,4.22
2023-09-01,31860,47791,1.29
2023-12-01,31860,47492,0.56
2024-03-01,31860,47148,
2024-06-01,31860,47481,0.02
2024-09-01,31860,48094,0.63
2024-12-01,31860,48718,2.58
2025-03-01,31860,46902,
2025-06-01,31860,47084,-0.84
2016-03-01,31900,42576,
2016-06-01,31900,43969,
2016-09-01,31900,43355,
2016-12-01,31900,43303,
2017-03-01,31900,42238,
2017-06-01,31900,43607,-0.82
2017-09-01,31900,42728,-1.45
2017-12-01,31900,42799,-1.16
2018-03-01,31900,42477,0.57
2018-06-01,31900,43850,0.56
2018-09-01,31900,43195,1.09
2018-12-01,31900,43477,1.58
2019-03-01,31900,42137,-0.8
2019-06-01,31900,43289,-1.28
2019-09-01,31900,42268,-2.15
2019-12-01,31900,42811,-1.53
2020-03-01,31900,41454,
2020-06-01,31900,39038,-9.82
2020-09-01,31900,39723,-6.02
2020-12-01,31900,40366,-5.71
2021-03-01,31900,39675,
2021-06-01,31900,41138,5.38
2021-09-01,31900,40444,1.82
2021-12-01,31900,41438,2.66
2022-03-01,31900,40832,2.92
2022-06-01,31900,41527,0.95
2022-09-01,31900,40847,1
2022-12-01,31900,41243,-0.47
2023-03-01,31900,40823,-0.02
2023-06-01,31900,42025,1.2
2023-09-01,31900,41439,1.45
2023-12-01,31900,41774,1.29
2024-03-01,31900,41694,
2024-06-01,31900,42295,0.64
2024-09-01,31900,41629,0.46
2024-12-01,31900,41957,0.44
2025-03-01,31900,41138,
2025-06-01,31900,41865,-1.02
2016-03-01,32420,23961,
2016-06-01,32420,24222,
2016-09-01,32420,24386,
2016-12-01,32420,25649,
2017-03-01,32420,23779,
2017-06-01,32420,23764,-1.89
2017-09-01,32420,22827,-6.39
2017-12-01,32420,23785,-7.27
2018-03-01,32420,22860,-3.86
2018-06-01,32420,23064,-2.95
2018-09-01,32420,23189,1.59
2018-12-01,32420,23979,0.82
2019-03-01,32420,22855,-0.02
2019-06-01,32420,23248,0.8
2019-09-01,32420,23032,-0.68
2019-12-01,32420,24115,0.57
2020-03-01,32420,23275,
2020-06-01,32420,21175,-8.92
2020-09-01,32420,22147,-3.84
2020-12-01,32420,23965,-0.62
2021-03-01,32420,23386,
2021-06-01,32420,23955,13.13
2021-09-01,32420,24333,9.87
2021-12-01,32420,26145,9.1
2022-03-01,32420,25687,9.84
2022-06-01,32420,25936,8.27
2022-09-01,32420,26119,7.34
2022-12-01,32420,27427,4.9
2023-03-01,32420,26137,1.75
2023-06-01,32420,26420,1.87
2023-09-01,32420,26622,1.93
2023-12-01,32420,27655,0.83
2024-03-01,32420,44732,
2024-06-01,32420,45013,70.37
2024-09-01,32420,44864,68.52
2024-12-01,32420,45437,64.3
2025-03-01,32420,44114,
2025-06-01,32420,44883,-0.29
2016-03-01,32580,191975,
2016-06-01,32580,190797,
2016-09-01,32580,192126,
2016-12-01,32580,197218,
2017-03-01,32580,196403,
2017-06-01,32580,196514,3
2017-09-01,32580,196416,2.23
2017-12-01,32580,202286,2.57
2018-03-01,32580,202121,2.91
2018-06-01,32580,202091,2.84
2018-09-01,32580,202296,2.99
2018-12-01,32580,208210,2.93
2019-03-01,32580,207103,2.46
2019-06-01,32580,207648,2.75
2019-09-01,32580,208882,3.26
2019-12-01,32580,213925,2.74
2020-03-01,32580,211321,
2020-06-01,32580,198163,-4.57
2020-09-01,32580,197342,-5.52
2020-12-01,32580,206967,-3.25
2021-03-01,32580,206495,
2021-06-01,32580,212022,6.99
2021-09-01,32580,213385,8.13
2021-12-01,32580,220366,6.47
2022-03-01,32580,219519,6.31
2022-06-01,32580,220495,4
2022-09-01,32580,224323,5.13
2022-12-01,32580,228520,3.7
2023-03-01,32580,228311,4.01
2023-06-01,32580,230515,4.54
2023-09-01,32580,229358,2.24
2023-12-01,32580,233689,2.26
2024-03-01,32580,230728,
2024-06-01,32580,232976,1.07
2024-09-01,32580,233282,1.71
2024-12-01,32580,238888,2.22
2025-03-01,32580,236655,
2025-06-01,32580,235826,1.22
2016-03-01,32780,71441,
2016-06-01,32780,73799,
2016-09-01,32780,76227,
2016-12-01,32780,75528,
2017-03-01,32780,73798,
2017-06-01,32780,76706,3.94
2017-09-01,32780,79199,3.9
2017-12-01,32780,78129,3.44
2018-03-01,32780,77803,5.43
2018-06-01,32780,79894,4.16
2018-09-01,32780,81647,3.09
2018-12-01,32780,79465,1.71
2019-03-01,32780,77778,-0.03
2019-06-01,32780,79657,-0.3
2019-09-01,32780,81961,0.38
2019-12-01,32780,80950,1.87
2020-03-01,32780,79516,
2020-06-01,32780,74625,-6.32
2020-09-01,32780,77379,-5.59
2020-12-01,32780,76127,-5.96
2021-03-01,32780,76825,
2021-06-01,32780,78801,5.6
2021-09-01,32780,79583,2.85
2021-12-01,32780,78230,2.76
2022-03-01,32780,77934,1.44
2022-06-01,32780,79766,1.22
2022-09-01,32780,81171,2
2022-12-01,32780,79041,1.04
2023-03-01,32780,78423,0.63
2023-06-01,32780,80810,1.31
2023-09-01,32780,81978,0.99
2023-12-01,32780,79365,0.41
2024-03-01,32780,78403,
2024-06-01,32780,80299,-0.63
2024-09-01,32780,81898,-0.1
2024-12-01,32780,79351,-0.02
2025-03-01,32780,78427,
2025-06-01,32780,80707,0.51
2016-03-01,32820,521415,
2016-06-01,32820,529459,
2016-09-01,32820,530784,
2016-12-01,32820,540763,
2017-03-01,32820,525060,
2017-06-01,32820,533825,0.82
2017-09-01,32820,531035,0.05
2017-12-01,32820,545244,0.83
2018-03-01,32820,531482,1.22
2018-06-01,32820,541119,1.37
2018-09-01,32820,539959,1.68
2018-12-01,32820,551527,1.15
2019-03-01,32820,537529,1.14
2019-06-01,32820,545627,0.83
2019-09-01,32820,543138,0.59
2019-12-01,32820,553609,0.38
2020-03-01,32820,535283,
2020-06-01,32820,502427,-7.92
2020-09-01,32820,511593,-5.81
2020-12-01,32820,536716,-3.05
2021-03-01,32820,519393,
2021-06-01,32820,525428,4.58
2021-09-01,32820,530581,3.71
2021-12-01,32820,543226,1.21
2022-03-01,32820,536039,3.2
2022-06-01,32820,543692,3.48
2022-09-01,32820,548836,3.44
2022-12-01,32820,551921,1.6
2023-03-01,32820,535486,-0.1
2023-06-01,32820,540589,-0.57
2023-09-01,32820,541497,-1.34
2023-12-01,32820,547062,-0.88
2024-03-01,32820,535112,
2024-06-01,32820,534369,-1.15
2024-09-01,32820,532418,-1.68
2024-12-01,32820,538833,-1.5
2025-03-01,32820,523508,
2025-06-01,32820,522972,-2.13
2016-03-01,32900,55181,
2016-06-01,32900,60793,
2016-09-01,32900,64342,
2016-12-01,32900,57857,
2017-03-01,32900,57664,
2017-06-01,32900,62936,3.53
2017-09-01,32900,66354,3.13
2017-12-01,32900,61232,5.83
2018-03-01,32900,59154,2.58
2018-06-01,32900,63826,1.41
2018-09-01,32900,67517,1.75
2018-12-01,32900,61567,0.55
2019-03-01,32900,60241,1.84
2019-06-01,32900,64847,1.6
2019-09-01,32900,68241,1.07
2019-12-01,32900,61293,-0.45
2020-03-01,32900,60758,
2020-06-01,32900,62247,-4.01
2020-09-01,32900,65215,-4.43
2020-12-01,32900,59885,-2.3
2021-03-01,32900,58583,
2021-06-01,32900,64117,3
2021-09-01,32900,68472,4.99
2021-12-01,32900,63652,6.29
2022-03-01,32900,62979,7.5
2022-06-01,32900,66518,3.74
2022-09-01,32900,71165,3.93
2022-12-01,32900,63477,-0.27
2023-03-01,32900,61874,-1.75
2023-06-01,32900,67291,1.16
2023-09-01,32900,71766,0.84
2023-12-01,32900,63806,0.52
2024-03-01,32900,63106,
2024-06-01,32900,66704,-0.87
2024-09-01,32900,71141,-0.87
2024-12-01,32900,63868,0.1
2025-03-01,32900,63082,
2025-06-01,32900,66470,-0.35
2016-03-01,33100,2174627,
2016-06-01,33100,2161565,
2016-09-01,33100,2167590,
2016-12-01,33100,2236670,
2017-03-01,33100,2224763,
2017-06-01,33100,2215251,2.48
2017-09-01,33100,2144218,-1.08
2017-12-01,33100,2268464,1.42
2018-03-01,33100,2259993,1.58
2018-06-01,33100,2242593,1.23
2018-09-01,33100,2246930,4.79
2018-12-01,33100,2312051,1.92
2019-03-01,33100,2295726,1.58
2019-06-01,33100,2278342,1.59
2019-09-01,33100,2277255,1.35
2019-12-01,33100,2353379,1.79
2020-03-01,33100,2297828,
2020-06-01,33100,2065863,-9.33
2020-09-01,33100,2072115,-9.01
2020-12-01,33100,2167260,-7.91
2021-03-01,33100,2185619,
2021-06-01,33100,2207504,6.86
2021-09-01,33100,2240980,8.15
2021-12-01,33100,2336476,7.81
2022-03-01,33100,2331901,6.69
2022-06-01,33100,2347432,6.34
2022-09-01,33100,2375011,5.98
2022-12-01,33100,2439745,4.42
2023-03-01,33100,2432311,4.31
2023-06-01,33100,2434826,3.72
2023-09-01,33100,2439619,2.72
2023-12-01,33100,2509625,2.86
2024-03-01,33100,2483162,
2024-06-01,33100,2463268,1.17
2024-09-01,33100,2467711,1.15
2024-12-01,33100,2522035,0.49
2025-03-01,33100,2511904,
2025-06-01,33100,2488093,1.01
2016-03-01,33140,33100,
2016-06-01,33140,34392,
2016-09-01,33140,34119,
2016-12-01,33140,33929,
2017-03-01,33140,33246,
2017-06-01,33140,34157,-0.68
2017-09-01,33140,33859,-0.76
2017-12-01,33140,33982,0.16
2018-03-01,33140,33357,0.33
2018-06-01,33140,34742,1.71
2018-09-01,33140,33871,0.04
2018-12-01,33140,34169,0.55
2019-03-01,33140,33449,0.28
2019-06-01,33140,34361,-1.1
2019-09-01,33140,34263,1.16
2019-12-01,33140,34482,0.92
2020-03-01,33140,33201,
2020-06-01,33140,31736,-7.64
2020-09-01,33140,31973,-6.68
2020-12-01,33140,32086,-6.95
2021-03-01,33140,31492,
2021-06-01,33140,32918,3.72
2021-09-01,33140,32962,3.09
2021-12-01,33140,33527,4.49
2022-03-01,33140,32942,4.6
2022-06-01,33140,34120,3.65
2022-09-01,33140,34128,3.54
2022-12-01,33140,34067,1.61
2023-03-01,33140,34287,4.08
2023-06-01,33140,35493,4.02
2023-09-01,33140,35037,2.66
2023-12-01,33140,35074,2.96
2024-03-01,33140,34163,
2024-06-01,33140,35205,-0.81
2024-09-01,33140,34614,-1.21
2024-12-01,33140,34431,-1.83
2025-03-01,33140,33416,
2025-06-01,33140,35113,-0.26
2016-03-01,33220,33693,
2016-06-01,33220,34737,
2016-09-01,33220,34506,
2016-12-01,33220,33937,
2017-03-01,33220,33543,
2017-06-01,33220,34397,-0.98
2017-09-01,33220,34012,-1.43
2017-12-01,33220,33787,-0.44
2018-03-01,33220,33729,0.55
2018-06-01,33220,35005,1.77
2018-09-01,33220,34856,2.48
2018-12-01,33220,34826,3.08
2019-03-01,33220,34307,1.71
2019-06-01,33220,35236,0.66
2019-09-01,33220,34658,-0.57
2019-12-01,33220,34217,-1.75
2020-03-01,33220,32026,
2020-06-01,33220,30022,-14.8
2020-09-01,33220,31264,-9.79
2020-12-01,33220,31372,-8.31
2021-03-01,33220,31463,
2021-06-01,33220,32746,9.07
2021-09-01,33220,32614,4.32
2021-12-01,33220,33307,6.17
2022-03-01,33220,32217,2.4
2022-06-01,33220,33601,2.61
2022-09-01,33220,33728,3.42
2022-12-01,33220,33445,0.41
2023-03-01,33220,34109,5.87
2023-06-01,33220,35408,5.38
2023-09-01,33220,35300,4.66
2023-12-01,33220,35333,5.65
2024-03-01,33220,34789,
2024-06-01,33220,35914,1.43
2024-09-01,33220,35344,0.12
2024-12-01,33220,35084,-0.7
2025-03-01,33220,34942,
2025-06-01,33220,35915,0
2016-03-01,33260,75834,
2016-06-01,33260,74716,
2016-09-01,33260,74937,
2016-12-01,33260,77041,
2017-03-01,33260,78033,
2017-06-01,33260,82067,9.84
2017-09-01,33260,83782,11.8
2017-12-01,33260,87687,13.82
2018-03-01,33260,92545,18.6
2018-06-01,33260,96792,17.94
2018-09-01,33260,98778,17.9
2018-12-01,33260,101032,15.22
2019-03-01,33260,100054,8.11
2019-06-01,33260,102287,5.68
2019-09-01,33260,101319,2.57
2019-12-01,33260,100098,-0.92
2020-03-01,33260,99925,
2020-06-01,33260,80341,-21.46
2020-09-01,33260,80051,-20.99
2020-12-01,33260,83078,-17
2021-03-01,33260,86557,
2021-06-01,33260,88955,10.72
2021-09-01,33260,91113,13.82
2021-12-01,33260,95230,14.63
2022-03-01,33260,96185,11.12
2022-06-01,33260,98671,10.92
2022-09-01,33260,102688,12.7
2022-12-01,33260,104878,10.13
2023-03-01,33260,106048,10.25
2023-06-01,33260,107555,9
2023-09-01,33260,107363,4.55
2023-12-01,33260,107854,2.84
2024-03-01,33260,109023,
2024-06-01,33260,109560,1.86
2024-09-01,33260,110517,2.94
2024-12-01,33260,111194,3.1
2025-03-01,33260,111882,
2025-06-01,33260,111632,1.89
2016-03-01,33340,728503,
2016-06-01,33340,746555,
2016-09-01,33340,742920,
2016-12-01,33340,742207,
2017-03-01,33340,733983,
2017-06-01,33340,754452,1.06
2017-09-01,33340,748494,0.75
2017-12-01,33340,754480,1.65
2018-03-01,33340,743251,1.26
2018-06-01,33340,762422,1.06
2018-09-01,33340,754743,0.83
2018-12-01,33340,758441,0.52
2019-03-01,33340,742589,-0.09
2019-06-01,33340,764120,0.22
2019-09-01,33340,754006,-0.1
2019-12-01,33340,757208,-0.16
2020-03-01,33340,737527,
2020-06-01,33340,691153,-9.55
2020-09-01,33340,703325,-6.72
2020-12-01,33340,710358,-6.19
2021-03-01,33340,700116,
2021-06-01,33340,723374,4.66
2021-09-01,33340,718421,2.15
2021-12-01,33340,725293,2.1
2022-03-01,33340,718956,2.69
2022-06-01,33340,737000,1.88
2022-09-01,33340,732392,1.94
2022-12-01,33340,732983,1.06
2023-03-01,33340,725990,0.98
2023-06-01,33340,747738,1.46
2023-09-01,33340,738442,0.83
2023-12-01,33340,740450,1.02
2024-03-01,33340,727603,
2024-06-01,33340,748356,0.08
2024-09-01,33340,739668,0.17
2024-12-01,33340,741150,0.09
2025-03-01,33340,725366,
2025-06-01,33340,744427,-0.53
2016-03-01,33460,1593026,
2016-06-01,33460,1655582,
2016-09-01,33460,1655120,
2016-12-01,33460,1653087,
2017-03-01,33460,1631424,
2017-06-01,33460,1693107,2.27
2017-09-01,33460,1677146,1.33
2017-12-01,33460,1675414,1.35
2018-03-01,33460,1651159,1.21
2018-06-01,33460,1715617,1.33
2018-09-01,33460,1703120,1.55
2018-12-01,33460,1700834,1.52
2019-03-01,33460,1665573,0.87
2019-06-01,33460,1731990,0.95
2019-09-01,33460,1712735,0.56
2019-12-01,33460,1712942,0.71
2020-03-01,33460,1666530,
2020-06-01,33460,1532843,-11.5
2020-09-01,33460,1567174,-8.5
2020-12-01,33460,1558838,-9
2021-03-01,33460,1571204,
2021-06-01,33460,1638719,6.91
2021-09-01,33460,1622478,3.53
2021-12-01,33460,1652966,6.04
2022-03-01,33460,1626977,3.55
2022-06-01,33460,1690014,3.13
2022-09-01,33460,1680916,3.6
2022-12-01,33460,1676330,1.41
2023-03-01,33460,1657229,1.86
2023-06-01,33460,1724370,2.03
2023-09-01,33460,1704704,1.42
2023-12-01,33460,1691716,0.92
2024-03-01,33460,1661271,
2024-06-01,33460,1723862,-0.03
2024-09-01,33460,1700131,-0.27
2024-12-01,33460,1700281,0.51
2025-03-01,33460,1662070,
2025-06-01,33460,1715393,-0.49
2024-03-01,33500,26767,
2024-06-01,33500,28011,
